p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
3.31253609474359e-47,-1.07781858072632,0.479,0.798,1.03685692301569e-42,2,PICALM
3.38544347788425e-47,0.584954517812849,0.259,0.019,1.05967766301255e-42,2,NCS1
6.04343354449227e-47,-1.21014958472924,0.077,0.588,1.89165513376153e-42,2,CCP110
6.6727199701053e-47,-1.38387122775411,0.046,0.563,2.08862807784266e-42,2,COLGALT2
7.36585925143663e-47,0.642885900490408,0.324,0.04,2.30558760429218e-42,2,CAMK2B
9.08291966444531e-47,0.934620369282836,0.398,0.072,2.84304468416803e-42,2,AC087854.1
1.16953055695844e-46,-1.25050395991843,0.243,0.714,3.6607475963356e-42,2,GAB2
1.25823187586187e-46,0.844492136216219,0.405,0.072,3.93839159463523e-42,2,TENM4
1.84273006450738e-46,-0.944213641011892,0.602,0.852,5.76792937491453e-42,2,ARHGAP21
1.93437067003328e-46,0.689371046045739,0.282,0.028,6.05477363427117e-42,2,DDR2
2.58900602297872e-46,-1.21886049561951,0.178,0.661,8.1038477525257e-42,2,ATG4C
3.16966249261648e-46,-1.14401916287732,0.278,0.716,9.92136056813884e-42,2,NALCN
5.04009670072825e-46,-1.1324778423089,0.336,0.751,1.57760066829495e-41,2,ROBO1
6.57352483273798e-46,-1.20204164263645,0.015,0.524,2.05757900789531e-41,2,PPP1R16B
8.77380758744174e-46,-1.25488237933843,0.077,0.596,2.74628951294514e-41,2,L3MBTL4
9.12481106928629e-46,0.508268546178451,0.286,0.028,2.8561571127973e-41,2,CGNL1
1.23751212832547e-45,-1.22929254027293,0.077,0.586,3.87353671287156e-41,2,PCSK6
1.4560902232082e-45,0.643670826018152,0.293,0.032,4.557708007664e-41,2,MPP6
1.5023808989477e-45,-1.3278787417867,0.015,0.518,4.70260245179621e-41,2,GLDN
2.98361803439871e-45,-1.22603639662028,0.687,0.816,9.33902280947141e-41,2,TMTC2
3.92596174855201e-45,-1.87227531475192,0.035,0.529,1.22886528691426e-40,2,LINC01170
3.9914360262012e-45,-1.63119038879198,0.015,0.516,1.24935939056124e-40,2,KLHL4
4.01874200052751e-45,0.604458086694377,0.301,0.035,1.25790643358512e-40,2,DZIP1
4.68856794071396e-45,0.731720726050899,0.378,0.065,1.46756865112288e-40,2,SUCLG2-AS1
8.45361251157844e-45,-1.11941579601014,0.166,0.645,2.64606525224917e-40,2,LAMP2
8.5450525904707e-45,0.929920645630184,0.764,0.4,2.67468691134323e-40,2,NFAT5
9.66749012393708e-45,0.918769958376515,0.405,0.08,3.02602108369354e-40,2,PRICKLE2
1.06197978783699e-44,0.294245359022294,0.486,0.11,3.32410293390857e-40,2,RAB31
1.10071817526406e-44,-1.34559870108241,0.069,0.569,3.44535796039404e-40,2,MOB3B
1.30067577702214e-44,-1.23326017996004,0.012,0.511,4.07124524965701e-40,2,CD22
1.46239110731888e-44,-1.54382333318642,0.031,0.524,4.57743040501884e-40,2,VRK2
1.86172248744292e-44,0.673386347359364,0.274,0.028,5.82737755794508e-40,2,AC005225.2
2.32127187819952e-44,0.662567539317526,0.328,0.049,7.26581310595231e-40,2,PLOD2
5.77750721268124e-44,-1.34073226338074,0.012,0.5,1.80841753264135e-39,2,NECAB1
6.12039953044242e-44,0.814930444799739,0.502,0.131,1.91574625702378e-39,2,HS2ST1
1.20933530263929e-43,-1.23314294844125,0.147,0.614,3.78534043079124e-39,2,LANCL1
1.51992488322543e-43,0.757989607068745,0.402,0.077,4.75751687698392e-39,2,EML6
1.56137094940405e-43,-1.16136316007565,0.17,0.643,4.88724720872963e-39,2,KIF13B
2.28702319448728e-43,-1.10625486874749,0.405,0.761,7.15861130106463e-39,2,ANKIB1
2.62848125012288e-43,-1.23879608513764,0.162,0.627,8.22740916100963e-39,2,FAM13C
4.06710866564484e-43,0.527651252967029,0.649,0.23,1.27304568343349e-38,2,FGD4
4.45673351952847e-43,0.799824057979516,0.718,0.298,1.39500215894761e-38,2,TRIO
1.63573723899925e-42,-1.12777511317327,0.166,0.634,5.12002113179155e-38,2,TULP4
1.64345064109888e-42,1.06625185930343,0.66,0.317,5.14416485170359e-38,2,LRIG1
3.17897086599627e-42,0.640264564274819,0.317,0.045,9.95049670765493e-38,2,BCR
4.3182392707309e-42,0.828310719935011,0.873,0.717,1.35165207413148e-37,2,CADM1
4.3219818601988e-42,0.883610776216327,0.795,0.505,1.35282354206083e-37,2,APC
4.41267708033123e-42,0.86749768420619,0.664,0.27,1.38121205291448e-37,2,NR3C2
4.67238180007346e-42,0.780306663068159,0.409,0.089,1.46250222724099e-37,2,LINC01138
4.92439515465113e-42,0.9078369029531,0.602,0.233,1.54138492735735e-37,2,TTYH1
5.88023140849255e-42,-1.06025531455521,0.104,0.586,1.84057123317225e-37,2,ABCA2
6.01115351168054e-42,-1.40791706937179,0.019,0.494,1.88155116069113e-37,2,APLP1
8.42063066056826e-42,-1.25790721104685,0.069,0.541,2.63574160306447e-37,2,YPEL2
9.64963175483373e-42,0.734457478533166,0.807,0.415,3.0204312355805e-37,2,LPP
1.01389975217906e-41,-1.22538941851423,0.066,0.538,3.17360761429567e-37,2,CLDND1
1.07400366104862e-41,0.800381829065535,0.502,0.138,3.36173885944827e-37,2,TMEM232
1.16453457377985e-41,-0.936195656631278,0.749,0.86,3.6451096693883e-37,2,ERBIN
1.23696931148891e-41,-1.00042646216776,0.494,0.78,3.87183764189145e-37,2,PTBP2
1.72288415496151e-41,0.813445281431051,0.305,0.042,5.39279969344503e-37,2,CEP112
1.78554174595203e-41,-1.12912638385616,0.019,0.494,5.58892421900446e-37,2,SRCIN1
1.85013540750934e-41,-1.06756668198556,0.008,0.479,5.79110883904498e-37,2,MYRF
1.9473836951739e-41,-1.13641034267203,0.201,0.648,6.09550570426384e-37,2,RYBP
1.9804144067984e-41,0.847026943024187,0.807,0.449,6.19889513471966e-37,2,NFIB
2.02104692600959e-41,0.644982992395701,0.313,0.045,6.32607898310263e-37,2,CNKSR2
2.10625888097913e-41,0.749511742002591,0.776,0.359,6.59280092335278e-37,2,DANT2
2.17413290628301e-41,0.717218882212244,0.583,0.186,6.80525340995645e-37,2,ZFHX3
3.15743264171195e-41,-1.11456426159288,0.012,0.483,9.88307991182257e-37,2,SH3TC2
3.96111084018638e-41,-1.17728933038249,0.012,0.481,1.23986730408674e-36,2,TRIM59
4.40133169232898e-41,-1.21947701603547,0.008,0.474,1.37766083301589e-36,2,CDH19
5.44674759781699e-41,0.597526849580988,0.305,0.043,1.7048864655927e-36,2,GASK1A
5.74769067118464e-41,-1.23693737815337,0.023,0.5,1.79908465698751e-36,2,SEC14L5
6.70345379507595e-41,0.611905669117265,0.313,0.049,2.09824807239672e-36,2,C2orf72
9.31772364303426e-41,0.850137600549992,0.614,0.24,2.91654067750615e-36,2,REPS1
9.37431673616804e-41,0.862463538781155,0.552,0.167,2.93425488158796e-36,2,TMEM178B
9.48631001912831e-41,0.658996585294872,0.344,0.06,2.96930989908735e-36,2,PDE9A
1.06496072629744e-40,0.255038606969901,0.471,0.1,3.33343356938362e-36,2,CHST11
1.53647521106951e-40,-0.656310242555628,0.942,0.923,4.80932105816866e-36,2,PCDH9
1.85651274520062e-40,-1.22575275000925,0.012,0.474,5.81107054375248e-36,2,MAG
2.04386045732558e-40,0.787885384366682,0.328,0.056,6.39748761747479e-36,2,MRAS
2.31028772880475e-40,-1.15482706765146,0.054,0.531,7.23143161993174e-36,2,RETREG1
3.42771712220391e-40,-1.17873483819497,0.015,0.477,1.07290973642105e-35,2,GAS7
3.58809446755666e-40,0.558521548598183,0.278,0.035,1.12310944928991e-35,2,MICALL2
3.81112629944942e-40,-1.1862250490173,0.228,0.694,1.19292064299066e-35,2,ST6GALNAC3
4.46058138807508e-40,-1.10335883250559,0.189,0.631,1.39620658028138e-35,2,ACER3
4.6299511374452e-40,-1.02198882938796,0.676,0.8,1.44922100553172e-35,2,ARAP2
5.53778100886937e-40,0.559444272320067,0.255,0.027,1.7333808335862e-35,2,CSPG5
7.47154295800121e-40,-1.01973516816118,0.483,0.774,2.33866766128396e-35,2,AOPEP
7.90795044416635e-40,-1.0806478871368,0.17,0.622,2.47526756852851e-35,2,AATK
9.80416588658928e-40,0.853943368198066,0.625,0.234,3.06880196416131e-35,2,BMP2K
1.10323151128193e-39,-1.32693943984511,0.015,0.472,3.45322495346357e-35,2,PLPPR1
1.17400034596451e-39,0.522513712950847,0.27,0.033,3.67473848290353e-35,2,SLC1A4
1.22922836560032e-39,0.674812772847467,0.375,0.076,3.84760770716557e-35,2,FAM198B-AS1
1.29929383831765e-39,-1.44929337983524,0.077,0.53,4.06691964331807e-35,2,CNP
1.5498904017673e-39,-1.17226893120134,0.236,0.667,4.85131194657181e-35,2,AGTPBP1
1.63601514148133e-39,-1.19860561094175,0.089,0.548,5.12089099435071e-35,2,DUBR
1.74594706162493e-39,0.513979616545962,0.317,0.051,5.4649888975922e-35,2,PRXL2A
1.88177544217132e-39,-1.10032943185347,0.046,0.507,5.89014531154044e-35,2,P2RX7
2.06449200668941e-39,0.785873744526017,0.564,0.194,6.46206643013853e-35,2,AF117829.1
2.80194144154919e-39,0.649990209871687,0.336,0.058,8.77035690619312e-35,2,LRP1
3.08616825793389e-39,-1.14992879065768,0.027,0.482,9.66001526415887e-35,2,CDK6
3.11521569722582e-39,0.767231072140297,0.328,0.056,9.75093665388655e-35,2,RIMKLB
3.12473645521766e-39,-1.2610335442937,0.012,0.469,9.78073757847679e-35,2,LRP2
3.21542005190325e-39,0.855051897489724,0.68,0.27,1.00645863044624e-34,2,SMYD3
3.73542493868279e-39,0.773211559770547,0.625,0.26,1.1692253600571e-34,2,TEAD1
4.93744484270616e-39,-1.08063123214026,0.131,0.588,1.54546961021546e-34,2,SLC12A2
5.61720897020821e-39,-1.01437655974623,0.452,0.783,1.75824257976487e-34,2,UBE2E2
5.96049117230274e-39,-1.11690711685743,0.162,0.603,1.86569334184248e-34,2,IQGAP1
1.01665998561047e-38,0.576118781185057,0.293,0.042,3.18224742095932e-34,2,B3GLCT
1.04122800932685e-38,0.519889547867246,0.263,0.031,3.25914779199396e-34,2,SLC18B1
1.13549379874426e-38,0.613884699800413,0.317,0.052,3.55420913944941e-34,2,EEF2K
1.40479744351051e-38,-0.875070624144553,0.903,0.902,4.39715647793224e-34,2,CADM2
1.87356125420417e-38,-1.39766157808404,0.015,0.463,5.86443408178446e-34,2,PIEZO2
2.05101281168911e-38,-0.940672687673913,0.614,0.809,6.4198752018681e-34,2,LIMCH1
2.1286759820069e-38,0.691686450099013,0.463,0.129,6.66296869127981e-34,2,WDR17
2.31524577025369e-38,0.745780021206743,0.494,0.152,7.24695078547109e-34,2,PDE4DIP
3.11598950598568e-38,0.532351424302221,0.332,0.057,9.75335875268577e-34,2,GOLGA8B
4.97235265413723e-38,-1.09090942221851,0.015,0.46,1.55639610427149e-33,2,MTMR7
5.80533335556379e-38,-1.08249055285879,0.548,0.791,1.81712739362502e-33,2,ALCAM
6.02662770877582e-38,-1.07437571351406,0.042,0.495,1.88639473912392e-33,2,CDK18
6.88822039744696e-38,0.668107419492714,0.571,0.208,2.15608186660487e-33,2,ABI1
7.99044217842714e-38,0.671166831493691,0.506,0.149,2.50108830626948e-33,2,CHN1
8.02227898922391e-38,-1.22790831608778,0.112,0.559,2.51105354641698e-33,2,KIF6
9.43160570692453e-38,0.5001837554795,0.344,0.058,2.95218690232445e-33,2,SLC24A3
1.06210895356157e-37,0.616284503763101,0.347,0.064,3.32450723554308e-33,2,OSBPL3
1.15218550504549e-37,-1.02564009576613,0.012,0.454,3.60645584934289e-33,2,SILC1
1.48688905843693e-37,0.789066067203109,0.266,0.035,4.65411144181344e-33,2,SNED1
2.05502770366211e-37,-0.968098693609282,0.332,0.707,6.43244221523277e-33,2,RBPJ
2.4029686396666e-37,-1.01785476489112,0.012,0.451,7.52153213902042e-33,2,ERBB3
2.74084724543067e-37,-1.0184087650162,0.189,0.633,8.57912596292253e-33,2,ANKRD28
2.93018234955885e-37,0.504899351106394,0.255,0.03,9.17176377235414e-33,2,NME5
3.98883211420993e-37,-1.1577189812065,0.023,0.462,1.24854434006885e-32,2,RCAN2
7.44013311918764e-37,0.780723544874524,0.432,0.12,2.32883606763692e-32,2,APCDD1
8.10301004531663e-37,-1.17163032850115,0.019,0.457,2.53632317428456e-32,2,LINC01630
9.02925904925993e-37,-1.14869500461052,0.255,0.68,2.82624837500885e-32,2,HIP1
9.5170645437136e-37,0.61391933944592,0.255,0.03,2.97893637282779e-32,2,COL11A1
1.05579826795603e-36,-1.02331575437956,0.247,0.655,3.30475415852917e-32,2,NLK
1.89528785506979e-36,-0.873652058205972,0.463,0.783,5.93244051515394e-32,2,RNF130
2.05433191152628e-36,1.00653512471111,0.687,0.317,6.43026431626842e-32,2,FOXO1
2.17004792109596e-36,-1.0672465438792,0.058,0.497,6.79246699782247e-32,2,ATP1B1
2.54057483195909e-36,0.570483784178339,0.309,0.051,7.95225328151516e-32,2,FHOD3
2.99477201748241e-36,-0.982712611022878,0.525,0.755,9.37393589192168e-32,2,ATP8A1
4.69667963827481e-36,-0.933639528239474,0.436,0.757,1.4701076935764e-31,2,ZFYVE16
5.49419680102625e-36,0.599800647392419,0.274,0.04,1.71973854068923e-31,2,TMEM164
6.48568618040657e-36,-1.13917709276292,0.023,0.452,2.03008463132906e-31,2,GRIN2A
7.69723887993203e-36,-1.21777971348368,0.015,0.441,2.40931274180752e-31,2,LRRTM3
7.95064915819115e-36,-0.94430173641239,0.355,0.725,2.48863269300541e-31,2,USP54
8.00740744022928e-36,-1.08540157498845,0.081,0.527,2.50639860286617e-31,2,LINC00632
1.50868090477893e-35,-0.984323901609059,0.012,0.434,4.72232210004853e-31,2,AC110285.1
1.73140027944611e-35,-0.976122034758709,0.278,0.683,5.41945601469428e-31,2,PSEN1
1.77376906437806e-35,0.54191417379912,0.266,0.037,5.55207454840976e-31,2,UPP2
1.83837519085052e-35,-0.983931457266136,0.278,0.671,5.75429818488121e-31,2,MYO5A
2.43388635470678e-35,0.634030258841109,0.309,0.056,7.61830767886768e-31,2,HSDL2
2.98414327197019e-35,-1.03682774291523,0.529,0.762,9.34066685559389e-31,2,FUT8
3.03545072177174e-35,-1.05068248626523,0.046,0.471,9.50126430421774e-31,2,CAPN3
3.53970859565217e-35,0.820399888323365,0.776,0.532,1.10796418752508e-30,2,FYN
4.70600289811032e-35,0.731318277113211,0.857,0.59,1.47302596713751e-30,2,ADD3
4.99366677576679e-35,-0.986737912119846,0.537,0.778,1.56306763748276e-30,2,OTUD7A
6.08631168408886e-35,-1.78620303544827,0.015,0.428,1.90507642023665e-30,2,AC008571.2
6.72858946530347e-35,0.808347014396238,0.417,0.115,2.10611578853464e-30,2,SPTAN1
8.40823823257283e-35,0.713840168254023,0.463,0.145,2.63186264917762e-30,2,CYFIP2
8.42080909450864e-35,0.534760308065972,0.301,0.051,2.63579745467215e-30,2,LUZP1
8.92560108389624e-35,-1.1344896445107,0.131,0.562,2.79380239527036e-30,2,RFFL
9.52572858937057e-35,0.688363682870622,0.819,0.471,2.98164830575888e-30,2,MAML2
9.95031932218797e-35,-1.02189694731867,0.019,0.435,3.11454945103806e-30,2,GPR37
2.65898784740606e-34,-1.04781215896886,0.17,0.596,8.32289786116571e-30,2,ZNF704
2.72704019748068e-34,1.12502398995563,0.521,0.195,8.53590852213426e-30,2,RNF19A
3.95269441055034e-34,-1.10753401026063,0.351,0.693,1.23723287744636e-29,2,ENOX1
4.56025624505006e-34,-1.08063102392999,0,0.404,1.42740580726312e-29,2,LDB3
4.75341671759044e-34,0.601132182216123,0.251,0.035,1.48786696677299e-29,2,S100A1
7.1437829212277e-34,-0.936057676125054,0.486,0.747,2.23607549217348e-29,2,HIPK2
7.58360879092392e-34,-1.27651208949451,0.216,0.59,2.37374538764709e-29,2,HDAC2-AS2
1.04921263489644e-33,-1.08773022901797,0.066,0.481,3.28414046848934e-29,2,TMEFF1
1.52338026558602e-33,-1.04314544501851,0.019,0.425,4.7683325693108e-29,2,TPD52
1.62671794441443e-33,-1.32776863254672,0.015,0.423,5.0917898378116e-29,2,AC090015.1
1.68463944857099e-33,0.654946792263345,0.475,0.151,5.27308993797204e-29,2,TLK1
1.73859167073375e-33,-0.938078272378905,0.17,0.595,5.4419657885637e-29,2,SEMA4D
2.47088476573316e-33,-0.949486345419734,0.035,0.45,7.73411640522136e-29,2,PRR5L
2.80854383081416e-33,-0.928374295759275,0.297,0.676,8.79102304483141e-29,2,ADAM10
3.86515232179296e-33,0.258903719568479,0.479,0.133,1.20983132824442e-28,2,SORL1
4.14191284044045e-33,-0.725458058224123,0.737,0.849,1.29646013818626e-28,2,PTK2
4.82391839596411e-33,-0.872734476735891,0.193,0.631,1.50993469712073e-28,2,ELL2
5.75477922089865e-33,0.91517467496164,0.587,0.254,1.80130344393349e-28,2,BMPR1A
5.80913476635122e-33,0.616446748977469,0.409,0.119,1.8183172732156e-28,2,ADHFE1
6.80928250254339e-33,-1.09061113848517,0.147,0.556,2.13137351612111e-28,2,SLC22A15
7.58932334273442e-33,-0.999744730220577,0.108,0.513,2.3755340995093e-28,2,RNF144A
8.58585664324745e-33,0.83105169155709,0.602,0.264,2.68745898790289e-28,2,ITPKB
1.00715048590708e-32,0.519894298019337,0.263,0.041,3.15248173593775e-28,2,ITGA9-AS1
1.25437186929114e-32,0.784737573749501,0.73,0.42,3.92630938806819e-28,2,STXBP5
1.37135397973018e-32,0.455168520956489,0.367,0.078,4.29247509195343e-28,2,AKAP13
1.49545238441498e-32,-0.967159816533537,0.309,0.681,4.68091550845734e-28,2,UVRAG
1.57483675304683e-32,-1.34260253367929,0.166,0.575,4.92939652071188e-28,2,ADARB2
1.65120673020653e-32,-0.924724821526906,0.108,0.519,5.16844218621947e-28,2,FANCL
1.80908917963202e-32,-1.0233643724839,0.135,0.548,5.66263004116618e-28,2,FAM49B
2.00598239965245e-32,0.646442691011789,0.417,0.112,6.27892550915214e-28,2,CDK14
2.58008716161482e-32,-1.60806184335637,0.015,0.41,8.07593082457055e-28,2,SPP1
3.33656466925558e-32,-0.85276393892695,0.347,0.698,1.04437810712369e-27,2,RICTOR
3.33820441414591e-32,0.768041136709903,0.687,0.369,1.04489136367181e-27,2,FAM171A1
3.68346677660866e-32,-0.916656363846045,0.116,0.543,1.15296193574628e-27,2,PLAAT3
4.5713329905842e-32,0.409031509734017,0.394,0.094,1.43087293938276e-27,2,PDE3B
5.80975797595327e-32,0.544884588753019,0.266,0.047,1.81851234405313e-27,2,ZFYVE21
5.85979930020684e-32,0.472486862034024,0.251,0.039,1.83417577895774e-27,2,LCNL1
5.96182083312659e-32,-0.938806870800125,0.023,0.42,1.86610953897695e-27,2,SLC31A2
6.36614867722176e-32,0.618327971150154,0.351,0.085,1.99266819745718e-27,2,PPARA
6.36706387013207e-32,0.81665614754127,0.444,0.144,1.99295466199004e-27,2,RHEB
6.62277367104421e-32,0.661184888634605,0.375,0.099,2.07299438677355e-27,2,CNN3
7.73416223780611e-32,-1.27456346771885,0.077,0.471,2.42087012205569e-27,2,TUBA1A
8.18349128562208e-32,0.676918441958793,0.417,0.12,2.56151460731257e-27,2,AL160272.1
8.44435384581013e-32,0.590421775998852,0.332,0.074,2.64316719727703e-27,2,KLHL23
1.12244373024763e-31,-1.13302566130137,0.004,0.387,3.51336112004812e-27,2,AL078590.2
1.4514149423115e-31,0.743919934907175,0.598,0.265,4.54307391092922e-27,2,PANTR1
1.55138170158141e-31,0.530852720352133,0.336,0.077,4.85597986411997e-27,2,FUT10
1.85640446492973e-31,0.516132322500532,0.274,0.049,5.81073161567654e-27,2,ALDH2
2.04324943833463e-31,0.700541933604309,0.548,0.233,6.39557506693122e-27,2,TPCN1
2.250150359412e-31,-0.81619449608068,0.815,0.86,7.04319563999551e-27,2,NCKAP5
2.27068395883396e-31,-0.834854749328724,0.378,0.703,7.10746785954618e-27,2,RAPGEF6
2.60419024621174e-31,0.888263106435498,0.336,0.082,8.15137588966738e-27,2,OSBPL11
2.677203433355e-31,-0.972205761710642,0.178,0.584,8.37991446674447e-27,2,ATP10B
2.69750966267561e-31,-1.10695683043681,0.448,0.71,8.44347499514092e-27,2,DMD
2.73316115868495e-31,0.626851966979381,0.502,0.169,8.55506774279975e-27,2,INPP4B
3.7897904595974e-31,0.694070001848464,0.645,0.292,1.18624231175858e-26,2,PRKD1
4.10886421540914e-31,-0.901550658987957,0.502,0.754,1.28611558806522e-26,2,MAP4K5
5.05345449270029e-31,0.6815310464493,0.795,0.559,1.58178179076012e-26,2,SON
5.54290896213558e-31,-0.779802407685875,0.201,0.598,1.73498593423806e-26,2,ADIPOR2
6.51009792790855e-31,-0.972738581762618,0.004,0.381,2.03772575241466e-26,2,RASGRP3
6.82448772586862e-31,0.680997743368363,0.625,0.314,2.13613290307414e-26,2,PON2
7.46639771368009e-31,-1.07551856659332,0.347,0.666,2.33705714835901e-26,2,SPOCK1
7.73852534173826e-31,0.563219834275045,0.263,0.045,2.42223581721749e-26,2,DMGDH
8.41681886258605e-31,0.439859030669609,0.263,0.043,2.63454847217806e-26,2,STIM1
1.04474360666882e-30,0.67987026192368,0.378,0.106,3.27015196323406e-26,2,NADK2
1.16695524032352e-30,0.684619012353795,0.429,0.133,3.65268659773664e-26,2,ENSA
1.17206106271255e-30,0.637275944649499,0.286,0.056,3.66866833239654e-26,2,CC2D2B
1.19546774570988e-30,0.765288007999741,0.309,0.068,3.74193359084649e-26,2,DLG5
1.59809492924739e-30,-0.576360772137992,0.919,0.91,5.00219693803727e-26,2,MAGI2
1.60312381247418e-30,-1.13132924755857,0.004,0.378,5.01793784542544e-26,2,AC108721.2
1.97019217969087e-30,0.48595444968515,0.263,0.046,6.16689854165039e-26,2,SLC3A2
2.40944322248247e-30,-1.05814520544118,0.019,0.4,7.54179823069239e-26,2,NINJ2
2.71592554648427e-30,-0.672202695123112,0.876,0.901,8.5011185530504e-26,2,AUTS2
2.83559772646151e-30,-0.70427358781197,0.633,0.819,8.87570444359717e-26,2,DIP2C
5.35225261900892e-30,-1.37426654731407,0.023,0.396,1.67530859227598e-25,2,AL354809.1
5.71364777950966e-30,-0.865565460879723,0.008,0.377,1.78842889146432e-25,2,AC016597.1
6.38567790600798e-30,0.711059200671474,0.772,0.505,1.99878104135956e-25,2,ARHGAP5
6.61294382948073e-30,-0.984195095930538,0.042,0.422,2.06991754806576e-25,2,KIAA1324L
8.27078574159386e-30,-0.844858786662569,0.293,0.656,2.58883864497629e-25,2,DICER1
9.356639576191e-30,-1.11346701899518,0.015,0.388,2.92872175374354e-25,2,KCNMB4
1.00333902584985e-29,0.566062928197347,0.29,0.059,3.14055148481263e-25,2,RAMP1
1.08755836393478e-29,0.653661591006601,0.826,0.528,3.40416643495226e-25,2,PSD3
1.23866551671352e-29,0.57270063484057,0.622,0.281,3.87714693386499e-25,2,SRGAP3
1.46982203663234e-29,0.826747407561051,0.537,0.236,4.60068995686288e-25,2,CKB
1.72461083646997e-29,0.392891262784401,0.282,0.052,5.39820437923464e-25,2,ENTPD1
1.83283890506599e-29,0.744024849619036,0.436,0.152,5.73696905674706e-25,2,ATL2
2.05549164429947e-29,-0.877313890362024,0.081,0.466,6.43389439582177e-25,2,FAM124A
2.19060453082498e-29,-0.93164061071919,0.181,0.57,6.85681124193528e-25,2,LRRC8D
3.02883054598199e-29,-0.903666786644399,0.104,0.489,9.48054249197824e-25,2,PLEKHA1
3.34153726823844e-29,-0.677015454138686,0.691,0.848,1.04593458033131e-24,2,MAP4K4
3.45137062190814e-29,0.58579668493503,0.282,0.06,1.08031351836347e-24,2,PRDX6
3.72562260374816e-29,-0.875997167893455,0.309,0.65,1.16615713119921e-24,2,COL4A5
3.77712303405116e-29,-1.0710641123171,0.004,0.364,1.18227728088835e-24,2,PPP1R14A
3.77774493459473e-29,-0.888445753598963,0.035,0.405,1.1824719419775e-24,2,ZDHHC9
3.80944923350686e-29,-0.871720844176587,0.027,0.403,1.19239570457998e-24,2,TUBB4A
4.41398185332303e-29,-1.08683839430069,0.039,0.412,1.38162045990864e-24,2,AL139383.1
4.69266365569363e-29,-1.02011693299841,0.031,0.404,1.46885065086866e-24,2,DEPTOR
5.48416318747198e-29,-1.21762876585365,0.031,0.398,1.71659791931061e-24,2,APOD
5.72489843624233e-29,-0.887335917401923,0.073,0.452,1.79195045952821e-24,2,FAM53B
6.87044785457511e-29,0.539098696783574,0.259,0.048,2.15051888296056e-24,2,SPRY4-AS1
7.96531539815696e-29,0.553418841627441,0.336,0.082,2.49322337277711e-24,2,WBP2NL
8.06056747370659e-29,-0.834562578142965,0.12,0.506,2.5230382249449e-24,2,LIPA
1.1637814480891e-28,0.552248586890949,0.537,0.201,3.6427523106637e-24,2,AL392086.3
1.4611652379627e-28,0.620787695270603,0.463,0.164,4.57359331134706e-24,2,DGLUCY
1.53418791053096e-28,0.726652316882473,0.382,0.115,4.80216157875295e-24,2,ABCA1
1.66001251558003e-28,-0.817460881337601,0.317,0.67,5.19600517501705e-24,2,FOXN2
1.74745225152126e-28,0.786736209338428,0.297,0.066,5.46970029248668e-24,2,PRKAG2
1.98019375620927e-28,0.615120168252492,0.463,0.163,6.19820447631065e-24,2,ATP2B4
2.18068492474227e-28,-0.830466679488832,0.012,0.37,6.82576188293578e-24,2,ERMN
2.66595805175747e-28,0.552348067857208,0.896,0.773,8.34471529780604e-24,2,NFIA
2.74474512267564e-28,0.747376170104653,0.618,0.305,8.59132670848702e-24,2,SMARCA2
2.85006882210361e-28,-0.944504778904969,0.417,0.697,8.92100042006651e-24,2,CACNA2D1
3.33605796896745e-28,0.809128281139781,0.625,0.328,1.0442195048665e-23,2,RALGAPA2
3.52562021732469e-28,1.05169356776363,0.328,0.086,1.1035543842248e-23,2,PRMT9
3.96950877297322e-28,0.668039531030933,0.761,0.462,1.24249594102835e-23,2,MEIS2
4.62965145181067e-28,-0.878672699553454,0.313,0.64,1.44912720093126e-23,2,RNF13
4.9078916416598e-28,-0.930704705982312,0.093,0.461,1.53621916275594e-23,2,RHOU
6.01976222855899e-28,-1.0254936353045,0.015,0.368,1.88424577516125e-23,2,DYSF
7.83489817965658e-28,0.495077415704733,0.351,0.088,2.45240147921431e-23,2,CACNA1C
9.06915956875084e-28,-0.957234178772273,0.154,0.522,2.8387376366147e-23,2,AMD1
1.17352096709863e-27,0.344219816187894,0.444,0.148,3.67323797911543e-23,2,SAT1
1.21310647369967e-27,-1.03968147784242,0.224,0.594,3.79714457332734e-23,2,MYO1E
1.21492716417371e-27,-0.986574139718584,0.22,0.575,3.80284351658012e-23,2,TLE4
1.38551579972701e-27,-0.743150416441749,0.556,0.767,4.33680300472551e-23,2,MBNL2
1.40575438924662e-27,0.587615270577893,0.282,0.06,4.40015181378084e-23,2,CFAP70
1.49030117405669e-27,-1.02321994347573,0.015,0.369,4.66479170491486e-23,2,KCNQ1OT1
1.67883724626479e-27,0.710015744603279,0.32,0.083,5.25492846453343e-23,2,CRIM1
1.98180615513233e-27,0.601941073372932,0.892,0.693,6.20325144617972e-23,2,CDH20
2.28799337484978e-27,-1.19795919643685,0.039,0.388,7.16164806261731e-23,2,DBNDD2
2.5082560890821e-27,0.668553171039751,0.548,0.239,7.85109238443588e-23,2,PPFIA1
2.75516046133966e-27,-1.20695262158337,0.012,0.358,8.62392776003926e-23,2,LURAP1L-AS1
3.6192462404661e-27,0.645053365784584,0.336,0.092,1.13286026572829e-22,2,CAPN2
3.86103952285226e-27,0.658016996896531,0.734,0.447,1.20854398104799e-22,2,RFX3
4.39343811671694e-27,-1.05934867489412,0.008,0.35,1.37519006491357e-22,2,RNASE1
4.45937125429115e-27,-0.951233788227936,0.139,0.5,1.39582779630567e-22,2,MAL
