p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.6976104964079e-05,0.285294201415803,0.129,0.431,0.531369061480637,3,CRTC3
1.75176595447773e-05,0.403998401095359,0.176,0.523,0.548320261411075,3,DTNB
1.8018413497909e-05,-0.351765864284368,0.553,0.875,0.56399436089805,3,NCAM2
1.83842846702387e-05,-1.19180644618707,0.059,0.267,0.575446494463142,3,NRG3
1.99311284547703e-05,0.33456503682488,0.118,0.408,0.623864251762765,3,ITGB8
2.07481194332288e-05,0.304814422425279,0.094,0.36,0.649436886379494,3,COPA
2.10926960599895e-05,0.415167167413971,0.2,0.569,0.660222479373733,3,ELF2
2.12849096671126e-05,0.276637802328691,0.106,0.381,0.666238957490292,3,FNBP4
2.33850714929565e-05,-1.75335827155795,0.059,0.262,0.731976122801032,3,GPC5
2.41046152025799e-05,0.270649119422793,0.176,0.52,0.754498560455954,3,LRRC8D
2.41088828631702e-05,-0.271660040080731,0.412,0.784,0.75463214250009,3,MAN2A1
2.71256941784199e-05,0.29930869844333,0.094,0.356,0.849061353478722,3,MPP5
2.90916959301102e-05,0.371696495422802,0.259,0.697,0.91059917430838,3,ARID4B
2.92634742041008e-05,-0.252496380847905,0.059,0.285,0.915976006062559,3,UBAC2
3.02352918240986e-05,0.288102586250788,0.141,0.444,0.94639486938611,3,GNB1
3.08283034986271e-05,0.386025718490627,0.212,0.585,0.964956727810526,3,CHD7
3.08592253273041e-05,0.379032682441063,0.094,0.354,0.965924611969945,3,ZDHHC9
3.13802438322544e-05,0.514096032706908,0.106,0.376,0.982233012193396,3,UPF3A
3.20867693051614e-05,0.355040315683162,0.106,0.375,1,3,ARID1A
3.45982040686005e-05,0.288993821592042,0.106,0.375,1,3,NAA25
3.46179152798611e-05,0.260539860326506,0.129,0.42,1,3,SFSWAP
3.5670248338736e-05,0.387812823942129,0.082,0.328,1,3,RNF115
3.56911573551142e-05,0.265585210030662,0.165,0.489,1,3,PPP1R21
3.58232732648875e-05,-0.264880492082959,0.047,0.261,1,3,LHFPL6
3.66451310054409e-05,0.296805180752869,0.071,0.306,1,3,WASHC4
3.68039134658723e-05,0.346138964034291,0.118,0.396,1,3,RBM33
3.92427976791488e-05,0.373580626220155,0.129,0.419,1,3,ANAPC5
4.0756897092049e-05,0.37489738381436,0.082,0.325,1,3,UBE2D2
4.10841546992346e-05,0.509457961145735,0.8,0.72,1,3,SLC24A2
4.1802629311069e-05,0.293003493152336,0.106,0.371,1,3,IBTK
4.20954452724978e-05,-0.309040046284503,0.047,0.258,1,3,RASSF8
4.26563505105937e-05,0.3068591387131,0.071,0.303,1,3,AC006001.2
4.36230443808377e-05,0.344595884654455,0.106,0.37,1,3,KIAA1324L
5.13593215196745e-05,0.277075243302326,0.165,0.476,1,3,GATAD2B
5.17577184610584e-05,0.250735313421623,0.141,0.434,1,3,R3HDM2
5.26535802158716e-05,0.339813419672586,0.129,0.411,1,3,RELCH
5.54209574611984e-05,0.310528363353743,0.118,0.389,1,3,UBE3C
5.58398771477068e-05,0.30770052931821,0.141,0.434,1,3,U2SURP
6.12958663782461e-05,0.383970174264649,0.2,0.55,1,3,CDK13
6.59158205323814e-05,0.376918787445402,0.071,0.296,1,3,KIAA0355
6.73104516701378e-05,0.306843112191849,0.094,0.34,1,3,WASF2
7.48822404325235e-05,0.41614110582139,0.188,0.521,1,3,AFF4
7.6313345884204e-05,0.355193913053498,0.106,0.359,1,3,CERT1
7.75878859712045e-05,0.285722071272078,0.106,0.36,1,3,CD46
7.79065543410225e-05,0.32780389806316,0.071,0.293,1,3,MAPK6
7.8759367511004e-05,0.308880565418165,0.247,0.641,1,3,TAOK1
7.97239852287346e-05,0.395007698607834,0.153,0.45,1,3,CDK5RAP2
7.99889110568077e-05,0.314039233766878,0.165,0.473,1,3,BIN1
8.14474816038461e-05,0.301123073016535,0.071,0.292,1,3,TMEM260
8.2356636702838e-05,0.555176490585941,0.106,0.359,1,3,RNF38
8.95752052249626e-05,0.251714400495143,0.118,0.379,1,3,SETX
8.99899321169419e-05,0.37439771982162,0.153,0.446,1,3,ITSN2
9.08570222029051e-05,0.343217422556422,0.141,0.423,1,3,TMEFF1
9.24482564058963e-05,0.405623287054195,0.212,0.564,1,3,TRPC4AP
9.29130813410883e-05,0.577934605422697,0.153,0.446,1,3,NEK1
9.60708355735256e-05,0.448163421276399,0.235,0.623,1,3,KIDINS220
9.64882782683373e-05,0.449146094649294,0.235,0.614,1,3,ZNF609
0.000100703514083709,0.309174835795396,0.118,0.377,1,3,GPI
0.00010141671376285,0.430419822984437,0.165,0.471,1,3,ZNF451
0.000111569885599794,0.343491910125517,0.153,0.442,1,3,PBRM1
0.000115760593283072,0.478314386750755,0.2,0.542,1,3,KTN1
0.000115799787115872,0.352311679799227,0.094,0.329,1,3,ZNF131
0.000116676712171453,0.320523697615532,0.106,0.352,1,3,WDR59
0.00011677807322164,0.265338235290408,0.165,0.464,1,3,ARHGAP35
0.000119546632202175,0.36188259999331,0.094,0.329,1,3,KIAA0319L
0.000122502875088769,0.417280051706045,0.188,0.516,1,3,CCP110
0.000124079809396845,0.316485675828325,0.129,0.395,1,3,ASXL1
0.000124691400341285,0.413059064402065,0.106,0.351,1,3,RLF
0.000127377595028311,0.286557834796421,0.118,0.373,1,3,ABL1
0.00013296285413238,0.314134337544321,0.141,0.416,1,3,DENND5B
0.000138615120330481,0.478337851833803,0.141,0.417,1,3,MDM4
0.000142735938120527,0.309073944782683,0.176,0.486,1,3,KIF2A
0.000144450077861012,0.361066777494715,0.176,0.482,1,3,TBC1D12
0.000145641751214735,0.435743034681683,0.188,0.512,1,3,VPS35L
0.000159092732912516,0.315532486800073,0.176,0.481,1,3,ARL17B
0.000161195934090054,0.278844739240872,0.176,0.475,1,3,CLIC4
0.000169063526304351,0.330984556799645,0.071,0.279,1,3,MTERF1
0.000182097869589235,0.322420609058333,0.141,0.411,1,3,MYRF
0.00018405545917271,0.275174080305896,0.071,0.278,1,3,AHCTF1
0.000184310223537998,0.384998981287422,0.141,0.411,1,3,ZMYND11
0.000185497259160549,0.291209206192153,0.118,0.365,1,3,ANKRD13C
0.00018721502564385,-0.348108119471299,0.341,0.705,1,3,PLXDC2
0.000192526782229441,0.344257150297549,0.129,0.386,1,3,ZC3H6
0.000203885067777257,0.308940944101462,0.141,0.406,1,3,ZMYND8
0.000213700192878776,0.340995561760597,0.082,0.297,1,3,WASHC5
0.000214679996486335,0.323828304254012,0.118,0.362,1,3,YTHDC1
0.000219315552882463,1.46357638863292,0.447,0.403,1,3,MAP1B
0.000237450979166856,-0.302405657259972,0.624,0.795,1,3,PTPRD
0.000241113434018457,1.58315381728647,0.4,0.326,1,3,MT-ND1
0.000256924905322003,0.390868843030533,0.118,0.359,1,3,ZNF91
0.000259483519595641,0.344634151958861,0.212,0.537,1,3,ANKRD11
0.000263095674914791,0.296950201022644,0.141,0.404,1,3,NRDC
0.000263213785845256,0.33393687841414,0.141,0.402,1,3,ZDHHC20
0.000269459922414121,0.475412959698536,0.212,0.545,1,3,CEP350
0.000276857672502619,0.489147598141593,0.153,0.427,1,3,NEMF
0.000282717261092717,0.270799544714924,0.118,0.355,1,3,BTAF1
0.00028426956048278,0.485412526349603,0.212,0.547,1,3,ANKHD1
0.000288527486041997,0.324187440634732,0.247,0.614,1,3,DENND5A
0.000291689952885769,0.320332938699954,0.153,0.422,1,3,HSP90AB1
0.000291752090149529,0.377410387529019,0.2,0.519,1,3,ABCA2
0.000297493077252179,0.746583832238723,0.6,0.68,1,3,PXK
0.00030330528150406,0.371499480155468,0.247,0.619,1,3,PPP1R12B
0.000321136739283903,0.297402119308398,0.153,0.42,1,3,PRPF4B
0.000342553926445268,0.563509875800846,0.259,0.639,1,3,NKTR
0.000346264732097557,-0.269583879212452,0.529,0.875,1,3,TCF12
0.000349156990172054,0.439276731050804,0.212,0.539,1,3,AGO3
0.000359205669493156,1.19569475543622,0.576,0.755,1,3,ARGLU1
0.000369231622036001,-0.458820893160626,0.071,0.257,1,3,FAM155A
0.000385020027061093,-0.325398036239807,0.141,0.37,1,3,KAZN
0.000388246140776764,0.314257475366587,0.071,0.264,1,3,SPG7
0.000392845360709312,0.464231858013584,0.141,0.396,1,3,UBE3A
0.000405029639443663,-0.287733445090529,0.329,0.637,1,3,SH3GL3
0.000441366468719306,-0.276939033719338,0.482,0.722,1,3,EDIL3
0.000476435659613462,0.489641724857173,0.094,0.303,1,3,PIK3CB
0.000489611155860284,-0.33861896415312,0.071,0.254,1,3,P4HA1
0.000511452996370654,0.267167257089107,0.071,0.259,1,3,VEZF1
0.000514762415222432,0.350918579371478,0.106,0.323,1,3,DHX36
0.000523215115932761,0.342631152618349,0.129,0.367,1,3,MINDY2
0.000524397033707956,0.383195730660473,0.082,0.279,1,3,ATR
0.000524420791660494,0.504773816632314,0.235,0.581,1,3,HIBCH
0.000528427235169291,0.306800613814288,0.094,0.3,1,3,TOB2
0.000543827153708852,0.408610948626501,0.2,0.5,1,3,CASC4
0.000556653302618347,0.295346142296112,0.082,0.278,1,3,ZFC3H1
0.00058580951677534,0.351879200309834,0.141,0.387,1,3,SOX2
0.000588208419639832,0.420467094689642,0.118,0.343,1,3,MTMR2
0.000589579348706178,-0.376744585016158,0.094,0.284,1,3,LINC01505
0.000592637956306912,0.368448760661926,0.165,0.431,1,3,RAB10
0.000593724224853771,1.43494262711304,0.471,0.478,1,3,RBM25
0.000594884624176785,0.527107957756026,0.141,0.387,1,3,TAPT1-AS1
0.0006250778911169,0.385369454979277,0.165,0.429,1,3,CDK18
0.000648115320377439,0.275332598957647,0.071,0.254,1,3,SH3PXD2A
0.000663386397769271,0.446584929490149,0.153,0.407,1,3,DIXDC1
0.000676254070415575,0.254347256721487,0.271,0.637,1,3,PPP2R2A
0.000690450166326731,0.710429468322728,0.188,0.478,1,3,HNRNPDL
0.000695271917713314,0.558930917989942,0.235,0.577,1,3,NCOR1
0.000731372958797252,0.386613407280176,0.094,0.295,1,3,ZNF780B
0.000784425652968454,0.332666608378879,0.259,0.614,1,3,MICAL3
0.000807000628516087,0.44498132459684,0.2,0.494,1,3,RTN3
0.000827918363563866,0.420780586528026,0.212,0.514,1,3,MOG
0.000828733324361798,0.531315272390798,0.118,0.336,1,3,YWHAE
0.000925616329518945,-0.279719055075208,0.718,0.91,1,3,PPP2R2B
0.000932240265074533,0.475631704039037,0.094,0.29,1,3,INO80
0.000950531451337508,0.254260576967973,0.082,0.268,1,3,GAPVD1
0.0009514020365571,0.431361570492757,0.165,0.422,1,3,KANSL1L
0.000962290435575599,0.43644165662523,0.2,0.489,1,3,NSD1
0.000963844403196304,0.433340566642023,0.106,0.311,1,3,ZNF827
0.000976199070998238,0.269832245754931,0.094,0.289,1,3,NAA16
0.000979645550156115,0.395697763123683,0.165,0.42,1,3,TIAM1
0.000987612708647386,0.341699985998781,0.082,0.267,1,3,PTPN11
0.000995488938308259,0.37884281927424,0.141,0.373,1,3,ZMAT1
0.00101077084795396,0.382894139626766,0.271,0.637,1,3,EPN2
0.00103105380847787,0.326748929539282,0.212,0.509,1,3,SNX29
0.00103982753784435,0.32683494334909,0.118,0.331,1,3,NIN
0.0010412389657926,0.271249602261955,0.129,0.35,1,3,NFIC
0.00105777817176258,0.487327347149802,0.247,0.589,1,3,USP32
0.00107364357798833,0.257517930205586,0.082,0.265,1,3,CAST
0.00108812417622869,0.379109451041434,0.129,0.352,1,3,KDM5A
0.00110835967522705,0.525334095873753,0.129,0.351,1,3,CBFB
0.00111627816641277,0.320667760859081,0.141,0.37,1,3,TFCP2
0.00115287459048878,0.288779579400007,0.094,0.285,1,3,PIGN
0.00115492890955625,0.389578436390949,0.118,0.329,1,3,IWS1
0.00117959070622791,0.276622965205659,0.2,0.482,1,3,DUBR
0.0012094141422449,0.332942166319535,0.106,0.306,1,3,TBL1X
0.0013544246188956,0.535754044283441,0.212,0.508,1,3,ZKSCAN1
0.00140771389642006,0.418797955411086,0.165,0.413,1,3,SLTM
0.00142491174246286,0.563643876378006,0.165,0.414,1,3,USP33
0.00142859718199583,0.469316171591772,0.141,0.369,1,3,C12orf76
0.00144464880470522,0.662182836699362,0.176,0.434,1,3,OLMALINC
0.00144984683799538,0.68172892542382,0.129,0.345,1,3,CPM
0.00145133962972257,0.397813561590001,0.082,0.259,1,3,MACO1
0.00146867318011667,0.401672698926224,0.118,0.323,1,3,SCFD1
0.00149266892113015,0.323227912181161,0.247,0.575,1,3,NCOA7
0.00153084776181629,0.418148298261318,0.082,0.259,1,3,XPO6
0.00154528123583018,0.512802939883206,0.282,0.659,1,3,TTC3
0.00156887163013201,0.435778017165809,0.271,0.633,1,3,ITCH
0.0015956362279699,0.38987451642343,0.094,0.279,1,3,EEPD1
0.00175797303330211,0.263042074267357,0.106,0.296,1,3,GCC2
0.00177865791310934,0.442412194822521,0.176,0.431,1,3,TPT1-AS1
0.00181212521691052,0.329377037064298,0.094,0.276,1,3,PTPDC1
0.00183782518902944,0.296981263409568,0.141,0.361,1,3,EFHD1
0.00187422516958046,0.386554949570001,0.271,0.61,1,3,AGTPBP1
0.00187589181997089,0.304300651072257,0.165,0.4,1,3,R3HDM1
0.00204531420182507,0.451481110428246,0.118,0.316,1,3,UBE2G1
0.00205485130707065,0.254271163022214,0.353,0.792,1,3,FAF1
0.00209360433831853,0.601915879586092,0.082,0.252,1,3,OIP5-AS1
0.00212563574243388,0.294701744456143,0.141,0.359,1,3,NXPE3
0.0021410344958903,0.252162051662877,0.082,0.251,1,3,C11orf58
0.00224899630785172,0.36942770994643,0.141,0.356,1,3,AC011346.1
0.002384748777377,0.650476755574555,0.235,0.545,1,3,SPECC1
0.00240956073628144,0.346022781025299,0.129,0.334,1,3,UBN2
0.00245865385390755,0.374958323562794,0.153,0.376,1,3,TESK2
0.00246617505242485,0.558688329965124,0.176,0.423,1,3,SRCIN1
0.00246806873331856,0.351623015151261,0.106,0.291,1,3,PLEKHM3
0.00249916308431369,0.355288642827021,0.094,0.269,1,3,CDK12
0.0025802025609648,0.655468410210258,0.153,0.377,1,3,SPEN
0.00268830860062662,0.525959778727996,0.247,0.566,1,3,ATXN2
0.00273091774082135,0.652445335948165,0.165,0.398,1,3,ARHGAP23
0.00281427045090002,0.415044459624984,0.153,0.373,1,3,DPF3
0.00282193294130697,0.31513040667417,0.118,0.309,1,3,SLC16A1-AS1
0.00284533313966353,0.45821716861605,0.165,0.398,1,3,SPG11
0.00285045299499355,-0.25839796153711,0.529,0.734,1,3,MBP
0.00285884345075821,0.340761192886286,0.118,0.309,1,3,LINC00894
0.00294797624453945,0.382725133840919,0.106,0.287,1,3,SPECC1L
0.00295375623191446,0.302606400673985,0.176,0.417,1,3,PTPRS
0.00295450700928751,0.51279367320532,0.106,0.287,1,3,NIPAL3
0.00314717274438839,0.329546961599573,0.094,0.265,1,3,PSIP1
0.00318158257170764,0.434748879300114,0.106,0.285,1,3,CERS4
0.00318732757725775,0.37434104782049,0.106,0.286,1,3,PRRC2B
0.00320154837821402,0.503630749372986,0.188,0.439,1,3,P2RX7
0.00320390335785251,0.384204634389587,0.106,0.284,1,3,UPF2
0.00324905158140856,0.347241286831671,0.224,0.498,1,3,LINC00342
0.00328658568371093,0.672888855093283,0.165,0.394,1,3,OGA
0.0033627848878499,0.318428635411136,0.094,0.262,1,3,CDH1
0.00352352162049302,0.327434785305336,0.129,0.324,1,3,LYST
0.00373348252370017,0.4741821923806,0.153,0.364,1,3,FBXL20
0.00381000275716286,0.268746877779123,0.129,0.323,1,3,BMERB1
0.00391794165118405,0.307626178444524,0.118,0.302,1,3,CDK8
0.0039363786119244,0.510338990343893,0.129,0.323,1,3,ATG13
0.00394453633595877,0.439277607925531,0.129,0.323,1,3,TSGA10
0.00403401287128315,0.481418148232726,0.318,0.708,1,3,SPAG9
0.00411553117546358,0.387954145912701,0.118,0.3,1,3,TAF1D
0.00415487442752995,0.554561774707916,0.118,0.3,1,3,MECP2
0.00419131404405813,0.28257902594711,0.129,0.32,1,3,TFDP2
0.00431036881696179,0.661510765588111,0.212,0.477,1,3,RIF1
0.00435533287988637,0.411165528015733,0.106,0.278,1,3,CSPP1
0.00448893473453563,0.636743436877553,0.153,0.363,1,3,CELF1
0.00480055082791635,-0.960665320458445,0.153,0.291,1,3,GPM6A
0.0049657011629145,0.351020380953337,0.153,0.356,1,3,SCLT1
0.00512572102655691,0.442648235214623,0.318,0.705,1,3,ASH1L
0.00528603330735969,0.363174898731286,0.094,0.253,1,3,AL139260.1
0.00535666467780149,0.444925253932325,0.129,0.316,1,3,DYSF
0.00545255653384044,0.30526537236557,0.118,0.293,1,3,EFCAB2
0.0058404540488037,0.486448878665189,0.2,0.442,1,3,KIAA1328
0.00590924228457026,0.574066886794124,0.141,0.336,1,3,RFC1
0.00613722419701959,0.491528344758984,0.176,0.4,1,3,NT5C2
0.00628295223815608,0.381727805904194,0.235,0.514,1,3,FA2H
0.00642650728558888,0.435849937991628,0.141,0.333,1,3,STARD9
0.0066454347647728,0.36037289595513,0.282,0.584,1,3,CNDP1
0.00669083759475757,0.370135895540225,0.165,0.373,1,3,DPH6
0.00674665682884044,0.288656328996808,0.235,0.508,1,3,RNPC3
0.00686262932023743,0.675031896032561,0.176,0.398,1,3,CDC42BPB
0.00693961944439095,0.415738405970796,0.129,0.31,1,3,ZNF397
0.00712584988162367,0.570897247457991,0.188,0.417,1,3,CECR2
0.00718243715813706,0.571518501545868,0.129,0.309,1,3,NSRP1
0.0072883542222752,0.547713972293964,0.624,0.724,1,3,FRMD4B
0.00747112534924103,0.362406166194738,0.353,0.768,1,3,ANKRD12
0.0076312323586946,0.588121374708069,0.224,0.491,1,3,ANLN
0.00776769794085099,0.425624560379648,0.141,0.327,1,3,SNX6
0.00790098335172075,0.56569018374187,0.141,0.326,1,3,PPIG
0.00813173217021631,0.448868253178744,0.259,0.553,1,3,AHI1
0.00814709128051329,0.288880039057213,0.341,0.719,1,3,ANKIB1
0.00838603173023698,0.456562267498216,0.129,0.304,1,3,LUC7L
0.0084421932361222,0.496994116768832,0.129,0.305,1,3,SORCS2
0.00850884708541571,0.420024230377306,0.2,0.435,1,3,CD22
0.00863196686077354,0.563621374538471,0.188,0.415,1,3,RUFY2
0.0086807120195713,0.29695847117519,0.106,0.262,1,3,HEATR5B
0.00870569861355925,0.746976899080509,0.212,0.454,1,3,CLIP2
0.00922299079613379,0.419149657268634,0.106,0.262,1,3,MYO18A
0.00961681826495656,1.16528541764448,0.494,0.616,1,3,AKAP9
0.00972364392457042,0.364927996501045,0.106,0.26,1,3,ABCG1
0.00974407952622179,0.284120576233558,0.341,0.73,1,3,SRPK2
0.00983829200304551,0.442966184591358,0.106,0.26,1,3,MCCC1
0.0099718732144217,0.35991718920723,0.106,0.259,1,3,LINC00877
1.01606221450404e-259,3.34950084560732,0.829,0,3.18037633761909e-255,4,OLR1
3.15129161729626e-252,2.77528206063431,0.878,0.005,9.86385789129903e-248,4,DOCK8
2.20353120352634e-246,3.06640316663439,0.854,0.004,6.8972730201578e-242,4,SRGN
1.18832172918962e-239,2.39468210825478,0.878,0.008,3.71956584453643e-235,4,INPP5D
8.90106059594646e-238,3.53112574949946,0.878,0.009,2.7861209771372e-233,4,CD83
9.82143755846783e-229,2.49980374699779,0.756,0.001,3.07420817017602e-224,4,APBB1IP
4.65590431010992e-227,2.74543040350669,0.854,0.01,1.45734460810751e-222,4,LPAR6
9.69730221803936e-225,2.42746530060999,0.744,0.001,3.0353525672685e-220,4,ADAM28
7.84005038875522e-222,2.40551620396094,0.756,0.003,2.45401417218427e-217,4,ARHGAP15
1.55577666722352e-220,2.40834220906234,0.72,0.001,4.86973654607634e-216,4,PTPRC
2.12884952804355e-219,3.34602703325638,0.768,0.004,6.66351190772912e-215,4,ARHGAP25
2.12123069175215e-217,2.71227840123518,0.732,0.002,6.6396641882534e-213,4,SAMSN1
1.74022917548851e-210,2.33982223190255,0.805,0.01,5.44709134219657e-206,4,ATP8B4
1.31422303369213e-209,2.35750643737414,0.707,0.002,4.11364951775972e-205,4,LINC01374
1.39949101128386e-208,2.4450608652959,0.671,0,4.38054681441962e-204,4,RGS1
5.64689418002639e-204,1.96890222168595,0.732,0.005,1.76753434729006e-199,4,FYB1
5.77716252856259e-204,2.11553885310976,0.732,0.005,1.80830964306538e-199,4,CSF2RA
1.8547726649654e-201,2.47835281125538,0.732,0.006,5.80562391860819e-197,4,AC008691.1
2.24362109038057e-191,3.44031446822628,0.915,0.029,7.02275837500023e-187,4,ST6GAL1
3.16942778428294e-190,2.4667030275133,0.659,0.003,9.92062590758404e-186,4,KLHL6
2.61889171975106e-189,1.58965772170374,0.622,0.001,8.19739297199279e-185,4,BLNK
5.24316134314536e-189,2.13274626006985,0.622,0.001,1.64116193201793e-184,4,IKZF1
1.93430154933562e-185,1.98815031606264,0.61,0.001,6.05455727957543e-181,4,LINC02712
3.74674077775154e-185,2.3133043494586,0.671,0.005,1.17276733084401e-180,4,B3GNT5
5.48921177048185e-185,2.14360931632854,0.707,0.008,1.71817817627852e-180,4,HS3ST4
1.08871237903285e-184,2.20061548173275,0.707,0.008,3.40777861761071e-180,4,RBM47
3.34091525655983e-182,2.24928845059562,0.744,0.012,1.04573988445579e-177,4,FOXP2
3.35089440361376e-182,1.92979734746624,0.634,0.003,1.04886345727514e-177,4,LRRK1
4.3380565422337e-182,1.7207069613407,0.634,0.003,1.35785507828457e-177,4,SLCO2B1
5.28319447895689e-182,1.8054666340634,0.622,0.002,1.6536927038583e-177,4,RHBDF2
2.03690239688047e-181,2.0665454220257,0.585,0,6.37570819247556e-177,4,CD86
2.92954426580904e-178,2.23215546310532,0.61,0.002,9.16976650640889e-174,4,LNCAROD
3.66563045080549e-171,1.59838702358419,0.61,0.004,1.14737898740663e-166,4,KCNQ1
4.16847142348849e-171,2.22478022553532,0.598,0.003,1.30477324026613e-166,4,GPR183
2.60315044238262e-170,2.06831757131688,0.634,0.006,8.14812119970183e-166,4,CD74
5.59216227541942e-170,1.6130164319983,0.573,0.001,1.75040271382903e-165,4,TLR2
7.4373721728449e-170,1.40737213631737,0.549,0,2.32797186382218e-165,4,CD53
3.66228734729805e-167,1.85050336959803,0.585,0.003,1.14633256257776e-162,4,TNFRSF1B
4.30384359217762e-166,2.01093835538052,0.573,0.002,1.34714608278752e-161,4,LINC02232
1.60299018173451e-162,2.5574412251442,0.841,0.032,5.01751956784719e-158,4,RUNX1
3.57822568818792e-162,1.66423172221899,0.524,0,1.1200204226597e-157,4,HLA-DRB1
3.57822568818792e-162,1.64759704205246,0.524,0,1.1200204226597e-157,4,SYK
2.04632483390056e-160,1.66047512258749,0.598,0.005,6.40520136259215e-156,4,DENND3
3.92552416347874e-160,1.70732407896365,0.573,0.004,1.22872831841048e-155,4,C3
2.81980602457556e-157,1.75354583947238,0.622,0.008,8.82627483752396e-153,4,PALD1
7.21295345407801e-157,2.86376392042052,0.756,0.023,2.25772656066096e-152,4,IPCEF1
1.64130761352112e-154,1.77951198880966,0.5,0,5.13745696108246e-150,4,PDGFB
4.42817406398897e-152,1.72034376384555,0.549,0.004,1.38606276376919e-147,4,PLA2G4A
1.63181396294123e-151,2.43517838661389,0.768,0.027,5.10774088540234e-147,4,ABCC4
2.02466543153583e-148,1.9756479179442,0.646,0.013,6.33740526725029e-144,4,B4GALT1
2.3716473069831e-148,2.17980700631,0.659,0.015,7.42349323558779e-144,4,FAM149A
2.33390996845446e-147,1.59904892854746,0.598,0.009,7.3053715922593e-143,4,RIN3
7.17945483654212e-147,1.50199037435988,0.476,0,2.24724115838605e-142,4,ITGAX
2.7835459914439e-146,2.52037426653224,0.646,0.014,8.71277730781856e-142,4,ZC3HAV1
1.16431845785441e-145,1.42211859495516,0.549,0.005,3.64443320493008e-141,4,IRAK3
6.92998735761613e-143,1.29332837142105,0.476,0.001,2.16915534280743e-138,4,HLA-DRA
1.38979714874011e-142,2.63973270774884,0.793,0.037,4.3502040552714e-138,4,CTSB
7.6681128706065e-141,1.39803603192832,0.512,0.004,2.40019600962854e-136,4,CSF1R
1.49806700317543e-139,1.64188457392495,0.476,0.001,4.6890995266394e-135,4,FCGR2A
1.94743160126457e-139,1.28262746962827,0.476,0.001,6.09565565511823e-135,4,AL357522.1
2.78029124016529e-139,1.43295630236328,0.463,0.001,8.70258961084138e-135,4,PIK3R5
2.78029124016529e-139,1.32543228415693,0.463,0.001,8.70258961084138e-135,4,CYBB
1.44144673940075e-137,1.47215742665265,0.512,0.004,4.51187243899828e-133,4,FLI1
2.47985505326153e-136,2.71501687434401,0.659,0.02,7.7621943022139e-132,4,AL163541.1
1.79671657889781e-135,1.261556738577,0.451,0.001,5.62390256360802e-131,4,NCKAP1L
5.18686551545222e-134,1.49416896260212,0.5,0.004,1.6235407749917e-129,4,PIK3AP1
1.2562266768536e-133,1.81510867664481,0.524,0.007,3.93211512121946e-129,4,P2RY12
2.02389267009078e-133,1.73291446544427,0.61,0.015,6.33498644665115e-129,4,CPED1
6.18868212581627e-133,1.31166345268113,0.488,0.004,1.93711939220175e-128,4,NFKBID
7.09524135443878e-133,1.92695761837459,0.573,0.011,2.22088149635288e-128,4,SYTL3
6.90103096065481e-132,1.35930593913631,0.451,0.001,2.16009170099456e-127,4,WDFY4
9.63520693144963e-132,1.60828814361213,0.634,0.018,3.01591612161305e-127,4,IGSF21
5.61276861729616e-130,1.68996296980471,0.634,0.019,1.75685270489987e-125,4,RNASET2
1.67731519935376e-129,2.24472725606736,0.512,0.007,5.25016430549722e-125,4,XACT
7.39416287365351e-128,1.36718399378631,0.415,0,2.31444692108228e-123,4,CLEC7A
7.39416287365351e-128,1.28697017972038,0.415,0,2.31444692108228e-123,4,HLA-DQA1
7.39416287365351e-128,1.09765044704215,0.415,0,2.31444692108228e-123,4,CSF3R
7.21204338681259e-126,1.64277291296197,0.463,0.004,2.25744170050621e-121,4,SLC2A5
7.68281969542513e-125,2.69527994844444,0.829,0.054,2.40479939286502e-120,4,SLC8A1
1.59415486516738e-120,1.45270023570903,0.476,0.006,4.98986414346041e-116,4,TMEM156
2.74514967339753e-120,1.30959057596619,0.39,0,8.59259299270161e-116,4,AC079015.1
2.24275329520984e-118,1.21262606542203,0.451,0.004,7.02004208933631e-114,4,OTULINL
2.03417536494238e-117,1.01962319410699,0.427,0.003,6.36717230980615e-113,4,GAB3
1.73106288002439e-116,1.18096794297416,0.39,0.001,5.41839992076435e-112,4,STX11
2.05050221034311e-116,1.5731023428374,0.39,0.001,6.41827696859497e-112,4,IRF8
2.88309034899764e-115,1.40284756161078,0.439,0.004,9.0243611013975e-111,4,CMTM7
1.48228233218045e-114,2.37321168101762,0.768,0.052,4.63969192795803e-110,4,SRGAP2B
2.9316090694862e-113,1.14154446825373,0.402,0.002,9.17622954839874e-109,4,LINC01141
8.41372374872698e-112,1.84003591612003,0.659,0.032,2.63357967058903e-107,4,TBXAS1
1.43575495133889e-111,1.36998290889403,0.427,0.004,4.49405657318585e-107,4,CARD11
1.55808017209401e-111,2.28786973329554,0.659,0.031,4.87694674667146e-107,4,LINC02798
3.16201871503597e-110,1.78281888860365,0.646,0.031,9.89743477993408e-106,4,GNB4
4.33484400704918e-110,1.9842866022281,0.707,0.043,1.35684952264646e-105,4,DOCK2
2.66178816605862e-109,1.19254623791427,0.439,0.006,8.33166313858009e-105,4,C5AR1
2.74436475964777e-109,3.40059904220838,0.915,0.103,8.59013613417349e-105,4,LRMDA
7.14163294076335e-109,0.831631117749598,0.366,0.001,2.23540252678834e-104,4,TYROBP
5.48606769467122e-108,1.51553993158128,0.549,0.018,1.71719404910904e-103,4,NFATC2
1.08005274491596e-106,1.16499294266884,0.402,0.004,3.38067309686146e-102,4,HLA-DPB1
